utt_id	spkr_id	lang	text	dur	file_id
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	urum	o bändä fs_t bändä tiflistan čoğ halhta urumluh gidierıh äp orya tsalkaya	5.437	doreco_urum1249_UUM-TXT-FE-00000-B02
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	urum	trabzonda var bir güzäl er meriamana manastiri	4.406	doreco_urum1249_UUM-TXT-FE-00000-B06
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	keiš orda	1.135	doreco_urum1249_UUM-TXT-FE-00000-B07
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	oturerlär kissädä meriamanın kissäsındä sabağaačen	3.798	doreco_urum1249_UUM-TXT-FE-00000-B10
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	bizım halh kövlärdä ärkäš gidier gälierlär šäärlärdän	5.982	doreco_urum1249_UUM-TXT-FE-00000-B11
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	urum	yumurtalari äroyun boyadierdıh	2.871	doreco_urum1249_UUM-TXT-FE-00000-B12
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B14	B14	urum	düz diem gürjülär geri ğalmerlär gürjülär šindik geri ğalmerlär	6.97	doreco_urum1249_UUM-TXT-FE-00000-B14
0003_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	onnarda bülmerım	2.83	doreco_urum1249_UUM-TXT-FE-00000-B16
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A04	A04	urum	anam babam äp urum	2.155	doreco_urum1249_UUM-TXT-FM-00000-A04
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	urum	šindi iki oğlum var yaširlär biri burda gürjistandadır biridä maskvadadır	6.984	doreco_urum1249_UUM-TXT-FM-00000-A06
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	birınji ğarısi ölmıš	1.303	doreco_urum1249_UUM-TXT-FM-00000-A10
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A12	A12	urum	ište anelä anelä fs_š šindi sora sora sora išlädıh biräz kolkhozda išlädıh sora savkhozda išlädıh	5.636	doreco_urum1249_UUM-TXT-FM-00000-A12
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	eddijanıh ävdä ğardašım vardır biri fs_m burda yašamir rassiada yašier maskvada	6.429	doreco_urum1249_UUM-TXT-FM-00000-A13
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	babam birınji istierdi oki ävlänmäya görsädierdılär ğızlar	4.009	doreco_urum1249_UUM-TXT-FM-00000-B01
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	iš yoğudi urusetä gidierdıh čalıšerdıh orda išliip gälierdıh burya	5.497	doreco_urum1249_UUM-TXT-FM-00000-B02
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	urusettän getti gretsiaya išlämäya	2.75	doreco_urum1249_UUM-TXT-FM-00000-B04
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	fs_s	0.927	doreco_urum1249_UUM-TXT-FM-00000-B06
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	tiiflistädä gördüm bir oğlani	2.266	doreco_urum1249_UUM-TXT-FM-00000-B07
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	ovah čoğ jaalıdıh älä engi ohumami ğurtulmuštum biše elä iš etmierdım	4.43	doreco_urum1249_UUM-TXT-FM-00000-B08
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B10	B10	urum	babam anam tsalkada oldular	4.416	doreco_urum1249_UUM-TXT-FM-00000-B10
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	išlierdılär kalkhozdasavkhozda fs_k kamunist sırasi	5.54	doreco_urum1249_UUM-TXT-FM-00000-B12
0003_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	bän tiflisdä oldum burda gettım školaya gurtuldum	8.411	doreco_urum1249_UUM-TXT-FM-00000-B16
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A10	A10	urum	o dilın bukvasi yoh bišesi yoh	2.11	doreco_urum1249_UUM-TXT-LG-00000-A10
0003_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-B14	B14	urum	eč bir söz birbirınä bänzämier	2.66	doreco_urum1249_UUM-TXT-LG-00000-B14
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A05	A05	urum	išlip yašerdıh	1.177	doreco_urum1249_UUM-TXT-VL-00000-A05
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A06	A06	urum	öbür kovlärın ui_üstünä yaširdılär ey	4.471	doreco_urum1249_UUM-TXT-VL-00000-A06
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	gidirıh kissäya mäzärä gidirıh šeyandan ištem	5.379	doreco_urum1249_UUM-TXT-VL-00000-A08
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	urum	školamız var obšepit var su var fs_kis dörtänä kissä var kövümüzdä	6.086	doreco_urum1249_UUM-TXT-VL-00000-A10
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	urum	ovah	0.33	doreco_urum1249_UUM-TXT-VL-00000-A12
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B01	B01	urum	birınji ki gidien baškövä birınji iki fp_ya yapi var iki yapi bizımıdi	5.731	doreco_urum1249_UUM-TXT-VL-00000-B01
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	urum	fp_sora ištän iš biräz čätınıdi	4.122	doreco_urum1249_UUM-TXT-VL-00000-B02
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B04	B04	urum	güzäl ävlär orda fs_durii durierdi čamlar güzäl varıdi	4.882	doreco_urum1249_UUM-TXT-VL-00000-B04
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	urum	bizım ävimizdä varıdi fırın varıdi nerdä ki äbämız ämäk edierdi	5.784	doreco_urum1249_UUM-TXT-VL-00000-B06
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	gidierdıh	0.751	doreco_urum1249_UUM-TXT-VL-00000-B07
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B09	B09	urum	genä orda var ziarat	6.234	doreco_urum1249_UUM-TXT-VL-00000-B09
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B10	B10	urum	bizım halh ui_yašianda čoğ yahšiidi	2.1	doreco_urum1249_UUM-TXT-VL-00000-B10
0003_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	äp yollari dümdüzdür	2.005	doreco_urum1249_UUM-TXT-VL-00000-B12
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A04	A04	urum	fp_vot	0.334	doreco_urum1249_UUM-TXT-AN-00000-A04
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A06	A06	urum	oğlanın biri öldi tezdän jaalikän	4.5	doreco_urum1249_UUM-TXT-AN-00000-A06
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	urum	usul usul yaptıh išlirdıh kartolmartol äkirdıh iet fp_m malmul bahirdıh šei edirdıh yaširdıh ištem elä	11.893	doreco_urum1249_UUM-TXT-AN-00000-A08
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	orda ište oki dögüšdava gidierdi bunnara dad vermierdılär bunnari ğuvaladılar bunnar ğašti gäldılär buralara	5.412	doreco_urum1249_UUM-TXT-AN-00000-A12
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	ište bu kövä düštüh elä birzamanda dierdılär ermanılärınän barabarıdıh gurnašit köv varıdi	6.348	doreco_urum1249_UUM-TXT-AN-00000-A13
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	urum	fp_m	0.439	doreco_urum1249_UUM-TXT-AN-00000-A14
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	ordan gälmišlär ište onida bän babamdan anamdan onnari örgänmišım an šindiačanda burada yaširım ui_dzalgada	5.63	doreco_urum1249_UUM-TXT-AN-00000-A16
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	čoğ čätın yollar gäldi halh bizım halh	2.683	doreco_urum1249_UUM-TXT-AN-00000-B02
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	näsıl ki duimušum čoğ čätınıdi yolda fs_ö ölierdi halh ajından su sulari yoğudi ičmäya	7.519	doreco_urum1249_UUM-TXT-AN-00000-B04
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	emäkläri yoğudi aspaplari yoğudi gäzierdılär gäzierdılär	3.635	doreco_urum1249_UUM-TXT-AN-00000-B06
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	ğırhbeš pr_gün fp_aj susuzluh	3.117	doreco_urum1249_UUM-TXT-AN-00000-B07
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	urum	ğırh beš gün yayan gälierdılär	5.021	doreco_urum1249_UUM-TXT-AN-00000-B11
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	bizım halha kömäk etti uruset rassıa kömäk etti gätırdi fs_b buyani	5.121	doreco_urum1249_UUM-TXT-AN-00000-B12
0004_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	urum	nädır adi čoğ čätınnıh gördülär	2.04	doreco_urum1249_UUM-TXT-AN-00000-B14
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A04	A04	urum	eğılirıh äp kövünän mumumızi išımızi yahirıh	4.019	doreco_urum1249_UUM-TXT-FE-00000-A04
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	urum	kissämızi edirıh fs_kim var ğarılar angisiki kissädä gejä ahnayah ğalir yatir orda	6.16	doreco_urum1249_UUM-TXT-FE-00000-A07
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A10	A10	urum	onnarda musurmandırlar daldalardan bahirlär gälmerlär yahın	4.87	doreco_urum1249_UUM-TXT-FE-00000-A10
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A13	A13	urum	kim käsir meriamanada šei kissänın ğapısında kim ävä götürir	4.84	doreco_urum1249_UUM-TXT-FE-00000-A13
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	fp_em ägär birının adamıšlar allağa ğurbansa ğurbani käsierlär ordaikän	6.66	doreco_urum1249_UUM-TXT-FE-00000-B01
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B02	B02	urum	sora orda urusettändä gälierlär nablem ukrainadanda	4.28	doreco_urum1249_UUM-TXT-FE-00000-B02
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B03	B03	urum	soradan gälierlär toplanierlär barabar gätırierlär emahlari	6.034	doreco_urum1249_UUM-TXT-FE-00000-B03
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B04	B04	urum	ičınä ğoierlär manetalar	2.39	doreco_urum1249_UUM-TXT-FE-00000-B04
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B06	B06	urum	nerdä ki biz čoğ uzun yoldur ama pr_biz sävınä sävınä gidierıh	5.208	doreco_urum1249_UUM-TXT-FE-00000-B06
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	giderlär kissäya mumlarıni yaherlär	3.54	doreco_urum1249_UUM-TXT-FE-00000-B07
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	oturerlär ierlär ičerlär güverlär	4.676	doreco_urum1249_UUM-TXT-FE-00000-B10
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B12	B12	urum	sävınierdıh	0.993	doreco_urum1249_UUM-TXT-FE-00000-B12
0004_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B16	B16	urum	öbüri özgä bän bülmeram birdır	3.699	doreco_urum1249_UUM-TXT-FE-00000-B16
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	urum	onnarında semyalari var yaširlär	2.741	doreco_urum1249_UUM-TXT-FM-00000-A06
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	bu ğanahlidanda ikitänä oğlan ušahlari var oğlan ušahlari	5.288	doreco_urum1249_UUM-TXT-FM-00000-A11
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	bizdä burda ävdä ište vardır torpağımız kartol ui_äkirıh	4.752	doreco_urum1249_UUM-TXT-FM-00000-A13
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A15	A15	urum	babam traktorda išlir fs_a ğardašımda išlir mamam ävdä hazyaistvenni dä dä bännän barabar	8.07	doreco_urum1249_UUM-TXT-FM-00000-A15
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A16	A16	urum	bänım iki ušağım vardır oğlandırlar	3.743	doreco_urum1249_UUM-TXT-FM-00000-A16
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	soram görsättılar anami	2.923	doreco_urum1249_UUM-TXT-FM-00000-B01
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	sora elä oldi ištem fs_igirmi fs_o igirmi beš eldan iräli ğardašların iki ğardašım getti urusetä	8.923	doreco_urum1249_UUM-TXT-FM-00000-B02
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B04	B04	urum	soramda gäldi soramda gäldi fs_tiflis tiflisa	6.433	doreco_urum1249_UUM-TXT-FM-00000-B04
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	oğlanda bänä bägändi bändä ona bägändım ärägettım	4.021	doreco_urum1249_UUM-TXT-FM-00000-B07
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	sora tanıšlandım ärımınän	1.542	doreco_urum1249_UUM-TXT-FM-00000-B08
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B09	B09	urum	sora düšündülär ki gäläidılär tiflisä	3.296	doreco_urum1249_UUM-TXT-FM-00000-B09
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	sora yašamah čoğ čätın oldi	2.594	doreco_urum1249_UUM-TXT-FM-00000-B12
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B14	B14	urum	genä burda čoğ čätınnıh gördüh	1.898	doreco_urum1249_UUM-TXT-FM-00000-B14
0004_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B16	B16	urum	urusettä ğurtuldum instituti	4.418	doreco_urum1249_UUM-TXT-FM-00000-B16
0004_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	ui_ai	0.176	doreco_urum1249_UUM-TXT-LG-00000-A13
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A09	A09	urum	šindi eč kövdä nä olajah kartol äkirıh oyani buyani ğurturirıh pr_nä olajah kartolmartol	5.616	doreco_urum1249_UUM-TXT-VL-00000-A09
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A12	A12	urum	yahšiidi	0.44	doreco_urum1249_UUM-TXT-VL-00000-A12
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A16	A16	urum	bizım kövdä vardır dörttänäm kissämız vardır birtänä školamız vardır suyu verirlär tokunan bizä ičmäya	7.384	doreco_urum1249_UUM-TXT-VL-00000-A16
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B02	B02	urum	mal ğoyunumuz varıdi išımız tayuh varıdi ištem yumurtamumurtainan	3.899	doreco_urum1249_UUM-TXT-VL-00000-B02
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B06	B06	urum	čoğ güzäl erıdi	1.28	doreco_urum1249_UUM-TXT-VL-00000-B06
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B07	B07	urum	keiš varıdi kinonia vererdi	3.63	doreco_urum1249_UUM-TXT-VL-00000-B07
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B12	B12	urum	yapılar var iki ğat yapılar	2.78	doreco_urum1249_UUM-TXT-VL-00000-B12
0004_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-B14	B14	urum	bän ušağıdım bän čoğ ğanmerdım bänä fs_ho hošgälerdi onučun ki bän küčügüdüm bän giderdım dinjälmäya	8.11	doreco_urum1249_UUM-TXT-VL-00000-B14
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A07	A07	urum	arabalarınan gälirdılär yayan gälirdılär čoğ halh gälıpčıhmadi orda fs_ö öldülär yolda	7.58	doreco_urum1249_UUM-TXT-AN-00000-A07
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A08	A08	urum	gäldılar buraya onučun ki šeidır orda yašamah čätınıdi sıhtırerdılär dögüš olerdi gäldılär ondan öčüri	7.08	doreco_urum1249_UUM-TXT-AN-00000-A08
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A12	A12	urum	gürjüstänä ki gäldılär burda fahır yašadıh fahır	3.664	doreco_urum1249_UUM-TXT-AN-00000-A12
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A13	A13	urum	dögüš oldi ğız ğačırdılar nä ettılär onnar airlandılar biz burda ğaldıh onnarda gettılär oyanki kövä	5.233	doreco_urum1249_UUM-TXT-AN-00000-A13
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A14	A14	urum	fp_m	0.306	doreco_urum1249_UUM-TXT-AN-00000-A14
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A15	A15	urum	bašladi elä yašamah	1.28	doreco_urum1249_UUM-TXT-AN-00000-A15
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-A16	A16	urum	savxozda išlädım sora bašladıh savkhozda išlämäya kartola gettıh savkhozda išlädıh	6.183	doreco_urum1249_UUM-TXT-AN-00000-A16
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B01	B01	urum	bizım halh yolda gäländän fp_ee čoğ fp_ee čoğ čätınıh gördülär	5.253	doreco_urum1249_UUM-TXT-AN-00000-B01
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B02	B02	urum	čoğ čätın günnär gördülär	1.605	doreco_urum1249_UUM-TXT-AN-00000-B02
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B04	B04	urum	bir üč yuz bin adam ölmüšti	1.951	doreco_urum1249_UUM-TXT-AN-00000-B04
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B06	B06	urum	soram bazısi ğaldi kövlärdä	4.185	doreco_urum1249_UUM-TXT-AN-00000-B06
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B07	B07	urum	bir uji öldi bir uji ištem pr_čätın gäldi čıhtılar kövlärä	5.363	doreco_urum1249_UUM-TXT-AN-00000-B07
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B10	B10	urum	onučunda onnar saidılar gälmäya gürjistana	4.563	doreco_urum1249_UUM-TXT-AN-00000-B10
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B11	B11	urum	kimısi öldülär yollarda	2.961	doreco_urum1249_UUM-TXT-AN-00000-B11
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B12	B12	urum	biz gäldıh suhuma	1.359	doreco_urum1249_UUM-TXT-AN-00000-B12
0005_DoReCo_doreco_urum1249_UUM-TXT-AN-00000-B14	B14	urum	älä gälänähačet tsalgaya čoh halh šei ölerdi	6.428	doreco_urum1249_UUM-TXT-AN-00000-B14
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A05	A05	urum	kefi ederıh birdä güni gün ederıh näsılki lazım	2.75	doreco_urum1249_UUM-TXT-FE-00000-A05
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A07	A07	urum	sora sabahtan ğalhirıh kissäya gidirıh genä mumumuzi yahirıh ğurbani kimın var käsir	5.937	doreco_urum1249_UUM-TXT-FE-00000-A07
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-A08	A08	urum	ajarlar etmirlär gälmirlär kissäya elä bahirlär ägär yoldan gečir görirsä biräz durir bahirlär	6.524	doreco_urum1249_UUM-TXT-FE-00000-A08
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B01	B01	urum	gätırierlär ävä ävdä bišırierlär eddi semiaya dağıdierlär	3.89	doreco_urum1249_UUM-TXT-FE-00000-B01
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B07	B07	urum	keiš ohier kinonia verer	3.904	doreco_urum1249_UUM-TXT-FE-00000-B07
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B08	B08	urum	bunnar ahšamdan toplanerlär kissänın üstündä	3.252	doreco_urum1249_UUM-TXT-FE-00000-B08
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B10	B10	urum	sora tezdän halh čoği daa čoğ toplaner	6.143	doreco_urum1249_UUM-TXT-FE-00000-B10
0005_DoReCo_doreco_urum1249_UUM-TXT-FE-00000-B11	B11	urum	fs_davuzurna davulzurna oinier	3.654	doreco_urum1249_UUM-TXT-FE-00000-B11
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A06	A06	urum	torunnarım var bu küčük oğlandan iki oğlan bir ğız bir oğlanda maskvadakındän	8.065	doreco_urum1249_UUM-TXT-FM-00000-A06
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A08	A08	urum	üč iki bajım vardır birdä bän ohuduh školada ruski ohuduh	4.65	doreco_urum1249_UUM-TXT-FM-00000-A08
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A10	A10	urum	onnar gretsiada yašerlär burda bir bän babamınan yaširım školada išlirıh	8.302	doreco_urum1249_UUM-TXT-FM-00000-A10
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A11	A11	urum	anelä yašamah	0.905	doreco_urum1249_UUM-TXT-FM-00000-A11
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-A13	A13	urum	babam mamam pentsianer pentsia kömäk edirlär ištem biräz	4.611	doreco_urum1249_UUM-TXT-FM-00000-A13
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B01	B01	urum	bägändi anama ävländı	2.261	doreco_urum1249_UUM-TXT-FM-00000-B01
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B02	B02	urum	bir ğardašım getti yunanistana	3.012	doreco_urum1249_UUM-TXT-FM-00000-B02
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B03	B03	urum	sorada mamam getti urusetä fp_m fp_m mamam getti urusetä ohumaya	15.457	doreco_urum1249_UUM-TXT-FM-00000-B03
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B06	B06	urum	navahki babam getti armiaya ondan soram gäldi kövä	6.632	doreco_urum1249_UUM-TXT-FM-00000-B06
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B07	B07	urum	yashadıh onnan oldi sora ushahlarımız	3.475	doreco_urum1249_UUM-TXT-FM-00000-B07
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B08	B08	urum	ärımın hısım adamlari bizım kövlidır ama gändi olmuš šäärdä tiflistä	5.137	doreco_urum1249_UUM-TXT-FM-00000-B08
0005_DoReCo_doreco_urum1249_UUM-TXT-FM-00000-B12	B12	urum	fs_nä	0.64	doreco_urum1249_UUM-TXT-FM-00000-B12
0005_DoReCo_doreco_urum1249_UUM-TXT-LG-00000-A13	A13	urum	zanidırım bänä ikısidä yahındır näblem äm urusča ämda o zanidırım bänımdırlär	4.261	doreco_urum1249_UUM-TXT-LG-00000-A13
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A04	A04	urum	yašierdıh	0.471	doreco_urum1249_UUM-TXT-VL-00000-A04
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A08	A08	urum	fs_kö kövümüzdä dörttänä kissä vardır	2.527	doreco_urum1249_UUM-TXT-VL-00000-A08
0005_DoReCo_doreco_urum1249_UUM-TXT-VL-00000-A10	A10	urum	halh čoği köčti getti sora gäldi özgä millät ajarlar	6.752	doreco_urum1249_UUM-TXT-VL-00000-A10
